,sitc4,exporter,value,rca
24695,5849,Portugal,222,0.018050848870765916
24790,585,Portugal,9405,1.123860059639891
24853,5852,Portugal,2448,0.46005357757652116
24913,586,Portugal,2978,1.3559384835947441
24991,589,Portugal,2411,0.4051294454939788
25105,5911,Portugal,5386,0.3167139502015843
25173,5912,Portugal,3892,0.18458930557291928
25247,5913,Portugal,7456,0.24424871749967433
25311,5914,Portugal,2034,0.27976832932720147
25404,5921,Portugal,480,0.05177053112717982
25482,5922,Portugal,15042,0.241928452996778
25562,5981,Portugal,55166,6.771737873471897
25625,5982,Portugal,1250,0.04069440591614486
25679,5983,Portugal,2362,0.1595002078520781
25777,5989,Portugal,157282,0.5476698618288286
25877,5AAA,Portugal,248,54.87908830523535
25909,5XXX,Portugal,130,2.1581609167769797
26002,6112,Portugal,682,0.5467314172362774
26065,6113,Portugal,3270,0.5185124131434152
26164,6114,Portugal,65444,0.8198611714132991
26255,6115,Portugal,4320,0.3887499456081691
26338,6116,Portugal,3892,0.3988516674314396
26401,6118,Portugal,7558,2.3942853391251813
26482,612,Portugal,487,0.12411109691760037
26515,6121,Portugal,6506,41.495699399786766
26638,6123,Portugal,189006,5.590956416275486
26700,6129,Portugal,15624,2.548196152604836
26775,6130,Portugal,18866,2.335373184300884
26831,615,Portugal,152,0.29395518468575554
26874,616,Portugal,585,0.9594595149101489
27000,620,Portugal,154,0.03387187322991465
27072,6210,Portugal,20114,0.34995994810317643
27163,6251,Portugal,411302,4.538412062494208
27239,6252,Portugal,12038,0.21079801339052026
27386,6259,Portugal,10708,0.3401222525972775
27438,625X,Portugal,40,0.7822878560458123
27482,6281,Portugal,1580,0.4576219848542917
27538,6282,Portugal,788,0.047395109973176745
27610,6289,Portugal,51126,0.7026399202353807
27744,6330,Portugal,1554016,178.2409905601851
27823,6341,Portugal,27362,1.3943321355787048
27914,6342,Portugal,4882,0.08822228093023804
27987,6343,Portugal,100104,3.2075436541287883
28053,6349,Portugal,4154,3.8200025689692176
28140,6351,Portugal,44580,4.303583922349975
28188,6352,Portugal,5588,2.212610674064946
28278,6353,Portugal,105392,1.693795272327236
28378,6354,Portugal,22756,1.179597309280856
28469,6359,Portugal,27222,1.0748948572764838
28575,6411,Portugal,1902,0.025615579289788887
28650,6412,Portugal,184778,1.2160185058505548
28725,6413,Portugal,218342,3.6999722374428967
28811,6415,Portugal,721362,5.346511850042143
28889,6416,Portugal,154536,6.093245189024543
28960,6417,Portugal,27510,1.6542027479630366
29035,6418,Portugal,32714,0.3094030089872197
29100,6419,Portugal,1126,0.09872662310080772
29232,6421,Portugal,59784,0.946093685834586
29298,6422,Portugal,14460,2.9218697887510268
29367,6423,Portugal,23008,1.1836477208264413
29442,6424,Portugal,12392,0.5183709699114081
29534,6428,Portugal,56020,0.7435049795810722
29695,6512,Portugal,71862,2.501252270539934
29786,6513,Portugal,68296,1.229681707841855
29879,6514,Portugal,43270,0.41149673359794703
29936,6515,Portugal,202,0.20094042618393015
29997,6516,Portugal,57346,1.981423759707805
30063,6517,Portugal,6242,0.38212992043725386
30136,6519,Portugal,4838,0.24496221789922865
30168,651A,Portugal,290,7.416690635203566
30270,6521,Portugal,16102,0.5884386971964937
30377,6522,Portugal,289202,2.4362309742325405
30431,652X,Portugal,136,2.2054064717770183
30503,6531,Portugal,47086,0.45003258084952963
30577,6532,Portugal,8946,0.48661274256734766
30656,6534,Portugal,227200,4.865801447510225
30725,6535,Portugal,36366,2.5587883919274534
30792,6536,Portugal,9370,1.2015011834316427
30860,6538,Portugal,13100,0.9320549375476933
30912,6539,Portugal,19670,3.5782721700862625
30968,653X,Portugal,1220,18.094405354338452
31010,6541,Portugal,1116,0.10600457330740011
31066,6542,Portugal,42610,2.023690416130107
31130,6543,Portugal,69140,6.655274156742692
31187,6544,Portugal,1646,0.18504046651438244
31262,6546,Portugal,462,0.052904355515319586
31308,6549,Portugal,298,0.12819125264171063
31351,654X,Portugal,312,17.85002059990016
31430,6552,Portugal,53692,0.5592089408376971
31523,6560,Portugal,25104,0.6636352163973729
31587,6571,Portugal,6636,1.337950201228979
31648,6572,Portugal,7230,0.20964520898853614
31726,6573,Portugal,143322,2.362724546612144
31811,6575,Portugal,196884,17.748256348708267
31854,6576,Portugal,4430,12.182698862179445
31912,6577,Portugal,32364,1.3519222534988027
31969,6579,Portugal,446,0.23206670764755138
31993,657A,Portugal,208,8.6416332500997
32012,657X,Portugal,522,8.227821151802868
32084,6581,Portugal,23124,2.7296658063469432
32157,6582,Portugal,2806,0.352116920297835
32240,6583,Portugal,34708,4.6044269020840165
32336,6584,Portugal,1273046,20.668089293111116
32438,6589,Portugal,218256,5.499651192907958
32561,6592,Portugal,1016,0.07729050398773693
32658,6594,Portugal,42184,5.7231038887408285
32717,6595,Portugal,14544,0.5076462862489567
32780,6596,Portugal,30008,2.7190597303644264
32926,65XX,Portugal,624,8.11784767284229
32978,6611,Portugal,650,0.36807667912736747
33051,6612,Portugal,4150,0.11555986997853135
33132,6613,Portugal,277448,7.331648734300514
33204,6618,Portugal,8340,0.9155566139909729
33288,6623,Portugal,6864,0.3350634612212556
33362,6624,Portugal,214040,3.828462873115007
33440,6631,Portugal,3376,0.26588645019638774
33502,6632,Portugal,29438,2.1255153002583507
33576,6633,Portugal,10898,0.3131851523066709
33640,6635,Portugal,1298,0.12529400455952647
33741,6638,Portugal,316,0.05057452348481897
33803,6639,Portugal,22288,1.6576484221174552
33894,6641,Portugal,1384,0.15428789606350732
33951,6642,Portugal,4312,0.17902614237001663
34051,6644,Portugal,31348,1.5334862236104003
34102,6645,Portugal,688,0.24541473492158553
34159,6647,Portugal,48346,1.620771931291443
34225,6648,Portugal,5824,0.41022768242464674
34297,6649,Portugal,7322,0.152372221015862
34410,6651,Portugal,207724,9.218682650337351
34489,6652,Portugal,111768,3.3657701067929544
34559,6658,Portugal,13154,0.6950748558550326
34641,6664,Portugal,72886,4.808500339461323
34707,6665,Portugal,234710,16.241066484631634
34779,6666,Portugal,152010,9.925396235067062
34926,6672,Portugal,124096,0.3321205602193114
35061,6674,Portugal,690,0.1962000218518259
35108,66XX,Portugal,62,1.617972351438499
35152,6712,Portugal,302,0.02039735833573401
35203,6713,Portugal,662,0.05964438235191838
35279,6716,Portugal,1516,0.025568397521648877
35361,6724,Portugal,25612,6.143575356401357
35429,6725,Portugal,42042,0.4436790237010396
35509,6727,Portugal,3212,0.028814421224109918
35608,6731,Portugal,51954,1.3387726401037425
35695,6732,Portugal,192642,2.2485725393037117
35781,6733,Portugal,16024,0.3308277618339066
35887,6744,Portugal,3750,0.04905104909792361
35956,6745,Portugal,2806,0.07606526706911691
36039,6746,Portugal,10020,0.07194329377713349
36103,6747,Portugal,60588,2.5165074404316767
36181,6749,Portugal,139424,1.008376726684739
36339,6770,Portugal,29262,0.9631938495120681
36407,6781,Portugal,948,0.18389705524127054
36474,6782,Portugal,4730,0.08852292622059987
36563,6783,Portugal,69186,1.0064496419024496
36648,6785,Portugal,17698,0.4304606581498129
36746,6793,Portugal,9416,0.7944337214905133
36814,6794,Portugal,20806,1.362979736910266
36945,6811,Portugal,1270,0.046651159166785375
37003,6812,Portugal,356,0.002737837541106471
37085,6821,Portugal,2466,0.02236378008103381
37175,6822,Portugal,22150,0.16460756144581323
37253,6831,Portugal,332,0.006423921857333224
37403,6841,Portugal,170114,0.8834768733877689
37502,6842,Portugal,60302,0.3352670100317766
37650,6852,Portugal,456,0.33692548950473494
37710,6861,Portugal,1254,0.032720527729334876
37767,6863,Portugal,632,0.10073472722262496
37932,6891,Portugal,7438,0.5816376141448575
38000,6899,Portugal,520,0.02876260711619644
38137,6911,Portugal,52966,0.7661122294247618
38212,6912,Portugal,17234,0.8025705180397424
38307,6921,Portugal,20194,2.4672354805908085
38401,6924,Portugal,153392,4.018316125974053
38498,6931,Portugal,30312,1.444210342449926
38549,6932,Portugal,2336,5.044742274063828
38608,6935,Portugal,9570,0.8206706649536363
38714,6940,Portugal,24082,0.219456959562896
38781,6951,Portugal,5424,1.2248394801194227
38861,6953,Portugal,59534,1.08878008758894
38954,6954,Portugal,63624,0.6905715939844302
39009,695X,Portugal,74,3.6541699503594627
39066,6960,Portugal,69086,1.730266348780066
39138,6973,Portugal,37520,1.582100491497278
39224,6974,Portugal,66634,1.4896465770242033
39300,6975,Portugal,68894,6.79737347637161
39361,6978,Portugal,17928,1.5168050046840746
39472,6991,Portugal,269636,2.241085751425461
39542,6992,Portugal,15188,1.158351004729005
39601,6993,Portugal,1430,0.13818464403798641
39658,6994,Portugal,62456,2.7995082057930674
39737,6996,Portugal,24408,0.8097218595692727
39831,6997,Portugal,88454,0.8370255854901778
39920,6998,Portugal,111824,1.5817876283208148
39991,6999,Portugal,1434,0.07451761333170334
40067,69AA,Portugal,452,40.90274772230247
40093,69XX,Portugal,140,2.9306820977419963
40158,6XXX,Portugal,530,7.171453221578277
40239,711,Portugal,1974,0.16505587700597804
40301,7111,Portugal,1412,0.19668722287154733
40347,7112,Portugal,12036,4.460110158369411
40400,7119,Portugal,9778,0.9696064387020916
40570,7129,Portugal,206,0.013091898009437136
40634,7131,Portugal,22,0.0018498656510131893
40692,7132,Portugal,9172,0.03589543872842751
40751,7133,Portugal,2330,0.09767543828742177
40813,7138,Portugal,1818,0.04205077250190365
40902,7139,Portugal,221754,1.1740549938989753
41018,7144,Portugal,32060,0.2954274766565915
41102,7148,Portugal,18628,0.47342934119936547
41199,7149,Portugal,14630,0.07102011928154271
41288,7161,Portugal,840,0.02038054562203122
41387,7162,Portugal,44834,0.3051408526781134
41499,7169,Portugal,946,0.018865559062775768
41631,7188,Portugal,1540,0.060930612256954404
41774,7211,Portugal,9762,0.7447684363240126
41843,7212,Portugal,1704,0.037466031754148234
41899,7213,Portugal,928,0.15942927409820054
41951,7219,Portugal,1874,0.13550785548568314
42107,7224,Portugal,1508,0.0289267541478516
42206,7233,Portugal,1350,0.24552626429143148
42304,7234,Portugal,25856,0.20695501993185933
42408,7239,Portugal,2462,0.07860698815572742
42520,7243,Portugal,65130,2.1339330440385926
42590,7244,Portugal,4696,0.1512417158149681
42665,7245,Portugal,25320,0.7135594073413981
42717,7246,Portugal,53918,3.5213618870112016
42788,7247,Portugal,10742,0.38865587149283803
42843,7248,Portugal,4650,1.1227399320202538
42869,724A,Portugal,306,14.18609246648435
42932,7251,Portugal,1204,0.11908171754728092
42986,7252,Portugal,5086,0.2671303835745954
43049,7259,Portugal,6774,0.34565421136180857
43117,7263,Portugal,3886,0.413443460964554
43182,7264,Portugal,4428,0.09751305119805669
43242,7267,Portugal,1792,0.10084368638844589
43285,7268,Portugal,92656,12.040475679365578
43335,7269,Portugal,3612,0.1680495748639632
43490,7272,Portugal,16420,0.45740217058048366
43579,7281,Portugal,23548,0.3565586036351018
43662,7283,Portugal,29434,0.7762158332346211
43779,7284,Portugal,91776,0.20814969323335059
43874,72XX,Portugal,66,2.203498680711468
43932,730,Portugal,733,0.07245695638373355
44011,7361,Portugal,5574,0.05670904797832282
44091,7362,Portugal,31932,0.7729861820229635
44161,7367,Portugal,5054,0.12170605076145033
44215,7368,Portugal,3326,0.2350873348326428
44280,7369,Portugal,7656,0.17549837580850303
44376,7371,Portugal,1816,0.17826621827676015
44436,7372,Portugal,388,0.02359146141510011
44502,7373,Portugal,9062,0.20967403875675514
44706,7412,Portugal,1430,0.18085786977184268
44776,7413,Portugal,10984,0.2959707862505013
44857,7414,Portugal,88028,1.5391137961365347
44931,7415,Portugal,52632,0.5107985589383887
45018,7416,Portugal,180114,1.7281919534109194
45078,741X,Portugal,40,0.5173975941197438
45133,7421,Portugal,438,0.040947309655059376
45208,7422,Portugal,3316,0.1453417276219826
45266,7423,Portugal,1244,0.08224688370766269
45349,7428,Portugal,35458,0.6070722357197611
45430,7429,Portugal,14052,0.3313035453346375
45548,7431,Portugal,202026,1.8908043184786867
45616,7434,Portugal,2602,0.08802332533086141
45674,7435,Portugal,610,0.09491778224491287
45755,7436,Portugal,8716,0.0942995436382314
45842,7439,Portugal,19876,0.29018072451079163
45970,7441,Portugal,12900,0.23735873565833554
46062,7442,Portugal,96644,0.9327562419996135
46161,7449,Portugal,45182,0.41865048236027935
46260,7451,Portugal,1870,0.07126787206376296
46349,7452,Portugal,36296,0.255015289607888
46452,7491,Portugal,70570,0.7204119674544857
46540,7492,Portugal,258304,1.3891318814221378
46638,7493,Portugal,21686,0.17661987470700824
46740,7499,Portugal,397326,3.940795677167303
46778,749A,Portugal,242,8.32538393245732
46847,74XX,Portugal,458,11.2732918020616
46939,7511,Portugal,376,0.36584763654477903
46990,7512,Portugal,3292,0.1161942586811883
47050,7518,Portugal,28948,0.40087032889224133
47206,7521,Portugal,4974,0.38703263660475307
47275,7522,Portugal,15294,0.08736509715644435
47358,7523,Portugal,46980,0.12583783120950398
47441,7524,Portugal,28630,0.058185209899922555
47529,7525,Portugal,49404,0.11181860618906614
47610,7528,Portugal,10018,0.06727187892327122
47678,752X,Portugal,22,0.4098148466415222
47732,7591,Portugal,7220,0.10331784244630447
47840,7599,Portugal,76452,0.07212078607123215
47988,7611,Portugal,283922,1.4540848864871458
48041,7612,Portugal,6842,1.991285930289
48106,7621,Portugal,1453142,22.099514873096776
48154,7622,Portugal,4136,0.11634807137080272
48212,7628,Portugal,4870,0.07406022004308062
48269,7631,Portugal,400,0.20640557861569828
48333,7638,Portugal,69696,0.32166568976382853
48441,7641,Portugal,25676,0.06005502584236379
48511,7642,Portugal,14034,0.18833679948730495
48610,7643,Portugal,49104,0.09844404750519507
48708,7648,Portugal,64334,1.2485168477068662
48824,7649,Portugal,249058,0.4014056955472881
48928,76XX,Portugal,106,4.905753568496911
49011,7711,Portugal,214204,3.5558048027642926
49112,7712,Portugal,160984,0.6937191172791131
49162,771X,Portugal,148,13.69441317003744
49255,7721,Portugal,483516,0.9517786586248393
49347,7722,Portugal,20462,0.1374855254270135
49415,7723,Portugal,39458,0.7549151558872156
49463,772X,Portugal,152,6.9493106047280975
49545,7731,Portugal,1672896,6.035091441147495
49634,7732,Portugal,62434,2.2033054230427394
49734,7741,Portugal,3958,0.08035821919098189
49797,7742,Portugal,2878,0.051317606711662835
49873,7751,Portugal,1818,0.05181769237750111
49943,7752,Portugal,99434,2.180024381510568
50073,7757,Portugal,44740,0.7201756964899393
50154,7758,Portugal,192442,1.5946625703007329
50389,7763,Portugal,32148,0.14848033307889758
50490,7764,Portugal,854476,0.4722098634369146
50569,7768,Portugal,17830,0.06413369497680825
50714,7781,Portugal,120276,0.9097649252921802
50797,7782,Portugal,9020,0.15482154291816558
50873,7783,Portugal,87814,0.8075168436696393
50942,7784,Portugal,10138,0.21067879314180885
51036,7788,Portugal,731946,1.6635236217492428
51108,778X,Portugal,166,2.846376761922017
51164,77XX,Portugal,174,2.9218712896102783
51267,7810,Portugal,5063558,2.242510135193724
51380,7821,Portugal,492770,1.2028261883564682
51467,7822,Portugal,5958,0.2427244650259447
51556,7831,Portugal,67958,1.5252537116959204
51616,7832,Portugal,4106,0.06067262666338995
51681,7841,Portugal,1300,0.08118948990714397
51732,7842,Portugal,29266,1.2757811058259008
51833,7849,Portugal,1132752,1.0692977282110958
51929,7851,Portugal,3676,0.05068643404905856
51985,7852,Portugal,26444,1.0371354073139292
52053,7853,Portugal,85320,1.5896626276821275
52149,7861,Portugal,9648,0.28970556254307794
52222,7868,Portugal,8662,0.24690336464780527
52291,78XX,Portugal,138,5.728128079832144
52442,7915,Portugal,394,0.04427115015072275
52496,7919,Portugal,49008,1.598636080234595
52702,7924,Portugal,99408,0.28032557695297844
52831,7929,Portugal,117828,0.3972440662804675
52911,7931,Portugal,320,0.03465758745221045
53007,7932,Portugal,186582,0.8592257044662799
53134,7938,Portugal,5072,0.15640674480753958
53231,7XXX,Portugal,68,1.2888238882502976
53362,8121,Portugal,54350,1.8800808335370849
53428,8122,Portugal,139186,10.945515877604215
53520,8124,Portugal,112906,1.0386532358791805
53570,812X,Portugal,316,17.793687712460212
53629,813,Portugal,1245,0.09091810297397777
53750,819,Portugal,335,0.02938139243483611
53846,8211,Portugal,369568,1.8572836785796905
53941,8212,Portugal,44078,1.0125647596496012
54061,8219,Portugal,306498,1.1966282054391448
54207,8310,Portugal,35838,0.24576692346444243
54306,8421,Portugal,40802,3.6153874743957775
54396,8422,Portugal,204872,10.046076942561147
54518,8423,Portugal,515744,3.7910356367668414
54622,8424,Portugal,196256,9.453955009004208
54733,8429,Portugal,159350,2.3821222454583215
54863,8431,Portugal,149494,3.245000305054367
54946,8432,Portugal,9702,1.1541645477669507
55045,8433,Portugal,32786,1.0793086569632635
55150,8434,Portugal,49258,1.5592814112937765
55263,8435,Portugal,131788,2.420413661488024
55385,8439,Portugal,297546,1.4316402948428955
55543,8441,Portugal,310418,3.7342943776504445
55635,8442,Portugal,37210,3.9096874929290646
55722,8443,Portugal,8552,0.8896436987124055
55861,8451,Portugal,859250,3.602612045029961
55968,8452,Portugal,91016,4.499218999728178
56088,8459,Portugal,650544,4.551079649307421
56130,845A,Portugal,262,12.03520593648699
56249,8462,Portugal,1204260,6.694593973470267
56364,8463,Portugal,93238,3.0894038910758264
56465,8465,Portugal,92200,2.2917576752272417
56576,8471,Portugal,11270,0.3509785220980306
56669,8472,Portugal,252904,7.984469228659218
56711,847X,Portugal,156,4.144379048410035
56771,8481,Portugal,8394,0.1620104649477421
56848,8482,Portugal,11154,0.3948823694977712
56915,8483,Portugal,686,0.07913137733682542
57002,8484,Portugal,10746,0.4117621040068707
57097,84XX,Portugal,606,10.902270666901375
57202,8510,Portugal,2904972,8.347214087511812
57314,8710,Portugal,56226,0.36097464803552487
57417,8720,Portugal,55568,0.29937745877965205
